Time,THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 6:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 7:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 8:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
13:50:00,4.926349E+03,1.585962E+04,2.542522E-01,1.555905E+00,8.158745E+03,2.601627E+04,4.210683E-01,2.551682E+00,5.140050E+03,1.322781E+04,2.652792E-01,1.297446E+00,3.979741E+02,5.933108E+02,2.054111E-02,5.813119E-02,9.809205E+03,1.605707E+04,5.061325E-01,1.574400E+00,1.081855E+04,1.794578E+04,5.582000E-01,1.759997E+00,1.562176E+04,2.400134E+04,8.060386E-01,2.352967E+00,8.846735E+03,1.370721E+04,4.565057E-01,1.343360E+00
14:00:00,4.926349E+03,1.591914E+04,2.542522E-01,1.561746E+00,8.158745E+03,2.599559E+04,4.210683E-01,2.549652E+00,5.140050E+03,1.335388E+04,2.652792E-01,1.309807E+00,3.979741E+02,5.968916E+02,2.054111E-02,5.848203E-02,9.809205E+03,1.615695E+04,5.061325E-01,1.584192E+00,1.081855E+04,1.792452E+04,5.582000E-01,1.757911E+00,1.562176E+04,2.412329E+04,8.060386E-01,2.364921E+00,8.846735E+03,1.373264E+04,4.565057E-01,1.345852E+00
14:10:00,4.926349E+03,1.597810E+04,2.542522E-01,1.567531E+00,8.158745E+03,2.596518E+04,4.210683E-01,2.546668E+00,5.140050E+03,1.347706E+04,2.652792E-01,1.321883E+00,3.979741E+02,6.005376E+02,2.054111E-02,5.883926E-02,9.809205E+03,1.625492E+04,5.061325E-01,1.593797E+00,1.081855E+04,1.789637E+04,5.582000E-01,1.755149E+00,1.562176E+04,2.422744E+04,8.060386E-01,2.375128E+00,8.846735E+03,1.375449E+04,4.565057E-01,1.347993E+00
14:20:00,4.926349E+03,1.603597E+04,2.542522E-01,1.573209E+00,8.158745E+03,2.592539E+04,4.210683E-01,2.542765E+00,5.140050E+03,1.359563E+04,2.652792E-01,1.333507E+00,3.979741E+02,6.042219E+02,2.054111E-02,5.920024E-02,9.809205E+03,1.634960E+04,5.061325E-01,1.603079E+00,1.081855E+04,1.786113E+04,5.582000E-01,1.751693E+00,1.562176E+04,2.431136E+04,8.060386E-01,2.383353E+00,8.846735E+03,1.377254E+04,4.565057E-01,1.349761E+00
14:30:00,4.926349E+03,1.609234E+04,2.542522E-01,1.578739E+00,8.158745E+03,2.587670E+04,4.210683E-01,2.537988E+00,5.140050E+03,1.370819E+04,2.652792E-01,1.344541E+00,3.979741E+02,6.079159E+02,2.054111E-02,5.956216E-02,9.809205E+03,1.643972E+04,5.061325E-01,1.611913E+00,1.081855E+04,1.781874E+04,5.582000E-01,1.747535E+00,1.562176E+04,2.437325E+04,8.060386E-01,2.389417E+00,8.846735E+03,1.378658E+04,4.565057E-01,1.351137E+00
14:40:00,4.926349E+03,1.614678E+04,2.542522E-01,1.584081E+00,8.158745E+03,2.581980E+04,4.210683E-01,2.532406E+00,5.140050E+03,1.381353E+04,2.652792E-01,1.354867E+00,3.979741E+02,6.115906E+02,2.054111E-02,5.992221E-02,9.809205E+03,1.652416E+04,5.061325E-01,1.620191E+00,1.081855E+04,1.776929E+04,5.582000E-01,1.742684E+00,1.562176E+04,2.441210E+04,8.060386E-01,2.393223E+00,8.846735E+03,1.379641E+04,4.565057E-01,1.352100E+00
14:50:00,4.926349E+03,1.619899E+04,2.542522E-01,1.589204E+00,8.158745E+03,2.575533E+04,4.210683E-01,2.526083E+00,5.140050E+03,1.391069E+04,2.652792E-01,1.364390E+00,3.979741E+02,6.152185E+02,2.054111E-02,6.027765E-02,9.809205E+03,1.660200E+04,5.061325E-01,1.627821E+00,1.081855E+04,1.771293E+04,5.582000E-01,1.737156E+00,1.562176E+04,2.442738E+04,8.060386E-01,2.394718E+00,8.846735E+03,1.380186E+04,4.565057E-01,1.352634E+00
15:00:00,4.926349E+03,1.624870E+04,2.542522E-01,1.594081E+00,8.158746E+03,2.568415E+04,4.210683E-01,2.519102E+00,5.140050E+03,1.399901E+04,2.652792E-01,1.373047E+00,3.979741E+02,6.187737E+02,2.054111E-02,6.062598E-02,9.809205E+03,1.667244E+04,5.061325E-01,1.634726E+00,1.081855E+04,1.764990E+04,5.582000E-01,1.730974E+00,1.562176E+04,2.441916E+04,8.060386E-01,2.393910E+00,8.846735E+03,1.380279E+04,4.565057E-01,1.352725E+00
15:10:00,4.926349E+03,1.984828E+04,2.542522E-01,1.947218E+00,8.158746E+03,2.560435E+04,4.210683E-01,2.511275E+00,5.140050E+03,1.408015E+04,2.652792E-01,1.380999E+00,3.979741E+02,6.225639E+02,2.054111E-02,6.099734E-02,9.809205E+03,1.673591E+04,5.061325E-01,1.640947E+00,1.081855E+04,1.757680E+04,5.582000E-01,1.723804E+00,1.562176E+04,2.438874E+04,8.060386E-01,2.390924E+00,8.846735E+03,1.379898E+04,4.565057E-01,1.352351E+00
15:20:00,4.926349E+03,2.350109E+04,2.542522E-01,2.306230E+00,8.158746E+03,2.552158E+04,4.210683E-01,2.503158E+00,5.140050E+03,1.415355E+04,2.652792E-01,1.388192E+00,3.979741E+02,6.274798E+02,2.054111E-02,6.147899E-02,9.809205E+03,1.679158E+04,5.061325E-01,1.646403E+00,1.081855E+04,1.749598E+04,5.582000E-01,1.715878E+00,1.562176E+04,2.433655E+04,8.060386E-01,2.385806E+00,8.846735E+03,1.379059E+04,4.565057E-01,1.351529E+00
15:30:00,4.926349E+03,2.718017E+04,2.542522E-01,2.668157E+00,8.158746E+03,2.543841E+04,4.210683E-01,2.495002E+00,5.140050E+03,1.421928E+04,2.652792E-01,1.394634E+00,3.979741E+02,6.338724E+02,2.054111E-02,6.210532E-02,9.809205E+03,1.683950E+04,5.061325E-01,1.651100E+00,1.081855E+04,1.740866E+04,5.582000E-01,1.707313E+00,1.562176E+04,2.426397E+04,8.060386E-01,2.378689E+00,8.846735E+03,1.377799E+04,4.565057E-01,1.350294E+00
15:40:00,4.926349E+03,3.087657E+04,2.542522E-01,3.032034E+00,8.158746E+03,2.535571E+04,4.210683E-01,2.486893E+00,5.140050E+03,1.427727E+04,2.652792E-01,1.400317E+00,3.979741E+02,6.416095E+02,2.054111E-02,6.286338E-02,9.809205E+03,1.687989E+04,5.061325E-01,1.655058E+00,1.081855E+04,1.731555E+04,5.582000E-01,1.698182E+00,1.562176E+04,2.417277E+04,8.060386E-01,2.369746E+00,8.846735E+03,1.376151E+04,4.565057E-01,1.348678E+00
15:50:00,4.926349E+03,3.458757E+04,2.542522E-01,3.397480E+00,8.158746E+03,2.527426E+04,4.210683E-01,2.478907E+00,5.140050E+03,1.432741E+04,2.652792E-01,1.405230E+00,3.979741E+02,6.504510E+02,2.054111E-02,6.372965E-02,9.809205E+03,1.691283E+04,5.061325E-01,1.658286E+00,1.081855E+04,1.721741E+04,5.582000E-01,1.688557E+00,1.562176E+04,2.406524E+04,8.060386E-01,2.359203E+00,8.846735E+03,1.374141E+04,4.565057E-01,1.346708E+00
16:00:00,4.926349E+03,3.831051E+04,2.542522E-01,3.764143E+00,8.158746E+03,2.519503E+04,4.210683E-01,2.471139E+00,5.140050E+03,1.436975E+04,2.652792E-01,1.409379E+00,3.979741E+02,6.601710E+02,2.054111E-02,6.468199E-02,9.809205E+03,1.693829E+04,5.061325E-01,1.660781E+00,1.081855E+04,1.711497E+04,5.582000E-01,1.678511E+00,1.562176E+04,2.394354E+04,8.060386E-01,2.347271E+00,8.846735E+03,1.371792E+04,4.565057E-01,1.344405E+00
16:10:00,4.926349E+03,3.805078E+04,2.542522E-01,3.739993E+00,8.158746E+03,2.512271E+04,4.210683E-01,2.464048E+00,5.140050E+03,1.350517E+04,2.652792E-01,1.324578E+00,3.979741E+02,6.701491E+02,2.054111E-02,6.565962E-02,9.809205E+03,1.629995E+04,5.061325E-01,1.598191E+00,1.081855E+04,1.620026E+04,5.582000E-01,1.588803E+00,1.562176E+04,2.322659E+04,8.060386E-01,2.276985E+00,8.846735E+03,1.341125E+04,4.565057E-01,1.314351E+00
16:20:00,4.926349E+03,3.773552E+04,2.542522E-01,3.709643E+00,8.158746E+03,2.505371E+04,4.210683E-01,2.457284E+00,5.140050E+03,1.261597E+04,2.652792E-01,1.237317E+00,3.979741E+02,6.790355E+02,2.054111E-02,6.653029E-02,9.809205E+03,1.561984E+04,5.061325E-01,1.531477E+00,1.081855E+04,1.524241E+04,5.582000E-01,1.494823E+00,1.562176E+04,2.246965E+04,8.060386E-01,2.202758E+00,8.846735E+03,1.308546E+04,4.565057E-01,1.282417E+00
16:30:00,4.926349E+03,3.739254E+04,2.542522E-01,3.676197E+00,8.158746E+03,2.498814E+04,4.210683E-01,2.450856E+00,5.140050E+03,1.171150E+04,2.652792E-01,1.148536E+00,3.979741E+02,6.862378E+02,2.054111E-02,6.723596E-02,9.809205E+03,1.491304E+04,5.061325E-01,1.462125E+00,1.081855E+04,1.426416E+04,5.582000E-01,1.398811E+00,1.562176E+04,2.169233E+04,8.060386E-01,2.126504E+00,8.846735E+03,1.274631E+04,4.565057E-01,1.249167E+00
16:40:00,4.926349E+03,3.703068E+04,2.542522E-01,3.640626E+00,8.158746E+03,2.492563E+04,4.210683E-01,2.444729E+00,5.140050E+03,1.079322E+04,2.652792E-01,1.058383E+00,3.979741E+02,6.918215E+02,2.054111E-02,6.778304E-02,9.809205E+03,1.418429E+04,5.061325E-01,1.390595E+00,1.081855E+04,1.327298E+04,5.582000E-01,1.301501E+00,1.562176E+04,2.089924E+04,8.060386E-01,2.048671E+00,8.846735E+03,1.239597E+04,4.565057E-01,1.214813E+00
16:50:00,4.926349E+03,3.665187E+04,2.542522E-01,3.603245E+00,8.158746E+03,2.486567E+04,4.210683E-01,2.438851E+00,5.140050E+03,9.861041E+03,2.652792E-01,9.668519E-01,3.979741E+02,6.960066E+02,2.054111E-02,6.819308E-02,9.809205E+03,1.343624E+04,5.061325E-01,1.317158E+00,1.081855E+04,1.227260E+04,5.582000E-01,1.203270E+00,1.562176E+04,2.009116E+04,8.060386E-01,1.969349E+00,8.846735E+03,1.203609E+04,4.565057E-01,1.179518E+00
17:00:00,4.926349E+03,3.625809E+04,2.542522E-01,3.564344E+00,8.158746E+03,2.480731E+04,4.210683E-01,2.433129E+00,5.140050E+03,8.914441E+03,2.652792E-01,8.738979E-01,3.979741E+02,6.990065E+02,2.054111E-02,6.848701E-02,9.809205E+03,1.267063E+04,5.061325E-01,1.241991E+00,1.081855E+04,1.126520E+04,5.582000E-01,1.104342E+00,1.562176E+04,1.926729E+04,8.060386E-01,1.888470E+00,8.846735E+03,1.166793E+04,4.565057E-01,1.143408E+00
17:10:00,4.926349E+03,3.609422E+04,2.542522E-01,3.548051E+00,8.158746E+03,2.410670E+04,4.210683E-01,2.364416E+00,5.140050E+03,8.656129E+03,2.652792E-01,8.484625E-01,3.979741E+02,6.840110E+02,2.054111E-02,6.701778E-02,9.809205E+03,1.227219E+04,5.061325E-01,1.202836E+00,1.081855E+04,1.088016E+04,5.582000E-01,1.066463E+00,1.562176E+04,1.866245E+04,8.060386E-01,1.829076E+00,8.846735E+03,1.132686E+04,4.565057E-01,1.109955E+00
17:20:00,4.926349E+03,3.591708E+04,2.542522E-01,3.530512E+00,8.158746E+03,2.338079E+04,4.210683E-01,2.293176E+00,5.140050E+03,8.388960E+03,2.652792E-01,8.222028E-01,3.979741E+02,6.674669E+02,2.054111E-02,6.539683E-02,9.809205E+03,1.186505E+04,5.061325E-01,1.162853E+00,1.081855E+04,1.051171E+04,5.582000E-01,1.030252E+00,1.562176E+04,1.803376E+04,8.060386E-01,1.767363E+00,8.846735E+03,1.096846E+04,4.565057E-01,1.074807E+00
17:30:00,4.926349E+03,3.572789E+04,2.542522E-01,3.511837E+00,8.158746E+03,2.264095E+04,4.210683E-01,2.220575E+00,5.140050E+03,8.107474E+03,2.652792E-01,7.945608E-01,3.979741E+02,6.498064E+02,2.054111E-02,6.366649E-02,9.809205E+03,1.144663E+04,5.061325E-01,1.121789E+00,1.081855E+04,1.014763E+04,5.582000E-01,9.945029E-01,1.562176E+04,1.737751E+04,8.060386E-01,1.702978E+00,8.846735E+03,1.059896E+04,4.565057E-01,1.038578E+00
17:40:00,4.926349E+03,3.552610E+04,2.542522E-01,3.491962E+00,8.158746E+03,2.188610E+04,4.210683E-01,2.146516E+00,5.140050E+03,7.805923E+03,2.652792E-01,7.649731E-01,3.979741E+02,6.311693E+02,2.054111E-02,6.184047E-02,9.809205E+03,1.101467E+04,5.061325E-01,1.079422E+00,1.081855E+04,9.780908E+03,5.582000E-01,9.585282E-01,1.562176E+04,1.668510E+04,8.060386E-01,1.635081E+00,8.846735E+03,1.022044E+04,4.565057E-01,1.001473E+00
17:50:00,4.926349E+03,3.531354E+04,2.542522E-01,3.471055E+00,8.158746E+03,2.112063E+04,4.210683E-01,2.071429E+00,5.140050E+03,7.487752E+03,2.652792E-01,7.337728E-01,3.979741E+02,6.116401E+02,2.054111E-02,5.992705E-02,9.809205E+03,1.057028E+04,5.061325E-01,1.035853E+00,1.081855E+04,9.411698E+03,5.582000E-01,9.223311E-01,1.562176E+04,1.596090E+04,8.060386E-01,1.564088E+00,8.846735E+03,9.834297E+03,4.565057E-01,9.636276E-01
18:00:00,4.926349E+03,3.509094E+04,2.542522E-01,3.449174E+00,8.158746E+03,2.034650E+04,4.210683E-01,1.995501E+00,5.140050E+03,7.153901E+03,2.652792E-01,7.010458E-01,3.979741E+02,5.912893E+02,2.054111E-02,5.793313E-02,9.809205E+03,1.011394E+04,5.061325E-01,9.911214E-01,1.081855E+04,9.039893E+03,5.582000E-01,8.858899E-01,1.562176E+04,1.520689E+04,8.060386E-01,1.490183E+00,8.846735E+03,9.441505E+03,4.565057E-01,9.251348E-01
18:10:00,4.926349E+03,3.505505E+04,2.542522E-01,3.445651E+00,8.158746E+03,2.020656E+04,4.210683E-01,1.981778E+00,5.140050E+03,6.998241E+03,2.652792E-01,6.857867E-01,3.979741E+02,5.872643E+02,2.054111E-02,5.753877E-02,9.809205E+03,9.917477E+03,5.061325E-01,9.718611E-01,1.081855E+04,8.849547E+03,5.582000E-01,8.672347E-01,1.562176E+04,1.476949E+04,8.060386E-01,1.447307E+00,8.846735E+03,9.288532E+03,4.565057E-01,9.101433E-01
18:20:00,4.926349E+03,3.501796E+04,2.542522E-01,3.442054E+00,8.158746E+03,2.008320E+04,4.210683E-01,1.969727E+00,5.140050E+03,6.835622E+03,2.652792E-01,6.698503E-01,3.979741E+02,5.835895E+02,2.054111E-02,5.717872E-02,9.809205E+03,9.735986E+03,5.061325E-01,9.540728E-01,1.081855E+04,8.676654E+03,5.582000E-01,8.502934E-01,1.562176E+04,1.433682E+04,8.060386E-01,1.404899E+00,8.846735E+03,9.157106E+03,4.565057E-01,8.972656E-01
18:30:00,4.926349E+03,3.497696E+04,2.542522E-01,3.438069E+00,8.158746E+03,1.996346E+04,4.210683E-01,1.958027E+00,5.140050E+03,6.662104E+03,2.652792E-01,6.528468E-01,3.979741E+02,5.800743E+02,2.054111E-02,5.683431E-02,9.809205E+03,9.557231E+03,5.061325E-01,9.365541E-01,1.081855E+04,8.510911E+03,5.582000E-01,8.340529E-01,1.562176E+04,1.389245E+04,8.060386E-01,1.361349E+00,8.846735E+03,9.036208E+03,4.565057E-01,8.854201E-01
18:40:00,4.926349E+03,3.493232E+04,2.542522E-01,3.433711E+00,8.158746E+03,1.984877E+04,4.210683E-01,1.946808E+00,5.140050E+03,6.483074E+03,2.652792E-01,6.353032E-01,3.979741E+02,5.766378E+02,2.054111E-02,5.649761E-02,9.809205E+03,9.379093E+03,5.061325E-01,9.190967E-01,1.081855E+04,8.352366E+03,5.582000E-01,8.185171E-01,1.562176E+04,1.343997E+04,8.060386E-01,1.317006E+00,8.846735E+03,8.922422E+03,4.565057E-01,8.742713E-01
18:50:00,4.926349E+03,3.488000E+04,2.542522E-01,3.428587E+00,8.158746E+03,1.973420E+04,4.210683E-01,1.935589E+00,5.140050E+03,6.291376E+03,2.652792E-01,6.165182E-01,3.979741E+02,5.731919E+02,2.054111E-02,5.615998E-02,9.809205E+03,9.194906E+03,5.061325E-01,9.010470E-01,1.081855E+04,8.196714E+03,5.582000E-01,8.032644E-01,1.562176E+04,1.296396E+04,8.060386E-01,1.270359E+00,8.846735E+03,8.813442E+03,4.565057E-01,8.635932E-01
19:00:00,4.926349E+03,3.482064E+04,2.542522E-01,3.422769E+00,8.158746E+03,1.961916E+04,4.210683E-01,1.924315E+00,5.140050E+03,6.099987E+03,2.652792E-01,5.977634E-01,3.979741E+02,5.696282E+02,2.054111E-02,5.581082E-02,9.809205E+03,9.004066E+03,5.061325E-01,8.823456E-01,1.081855E+04,8.042915E+03,5.582000E-01,7.881929E-01,1.562176E+04,1.246561E+04,8.060386E-01,1.221524E+00,8.846735E+03,8.707778E+03,4.565057E-01,8.532400E-01
19:10:00,4.926349E+03,3.475644E+04,2.542522E-01,3.416477E+00,8.158746E+03,1.950546E+04,4.210683E-01,1.913170E+00,5.140050E+03,5.906786E+03,2.652792E-01,5.788319E-01,3.979741E+02,5.658551E+02,2.054111E-02,5.544115E-02,9.809205E+03,8.809816E+03,5.061325E-01,8.633101E-01,1.081855E+04,7.892652E+03,5.582000E-01,7.734678E-01,1.562176E+04,1.195599E+04,8.060386E-01,1.171586E+00,8.846735E+03,8.605331E+03,4.565057E-01,8.432019E-01
19:20:00,4.926349E+03,3.469098E+04,2.542522E-01,3.410066E+00,8.158746E+03,1.939082E+04,4.210683E-01,1.901934E+00,5.140050E+03,5.719357E+03,2.652792E-01,5.604657E-01,3.979741E+02,5.618265E+02,2.054111E-02,5.504643E-02,9.809205E+03,8.617647E+03,5.061325E-01,8.444785E-01,1.081855E+04,7.744276E+03,5.582000E-01,7.589274E-01,1.562176E+04,1.144907E+04,8.060386E-01,1.121911E+00,8.846735E+03,8.505759E+03,4.565057E-01,8.334455E-01
19:30:00,4.926349E+03,3.463000E+04,2.542522E-01,3.404101E+00,8.158746E+03,1.928166E+04,4.210683E-01,1.891234E+00,5.140050E+03,5.550657E+03,2.652792E-01,5.439347E-01,3.979741E+02,5.575616E+02,2.054111E-02,5.462857E-02,9.809205E+03,8.436676E+03,5.061325E-01,8.267445E-01,1.081855E+04,7.603087E+03,5.582000E-01,7.450915E-01,1.562176E+04,1.097457E+04,8.060386E-01,1.075413E+00,8.846735E+03,8.409176E+03,4.565057E-01,8.239818E-01
19:40:00,4.926349E+03,3.457523E+04,2.542522E-01,3.398751E+00,8.158746E+03,1.917954E+04,4.210683E-01,1.881225E+00,5.140050E+03,5.404110E+03,2.652792E-01,5.295747E-01,3.979741E+02,5.531602E+02,2.054111E-02,5.419733E-02,9.809205E+03,8.271166E+03,5.061325E-01,8.105256E-01,1.081855E+04,7.471668E+03,5.582000E-01,7.322130E-01,1.562176E+04,1.054607E+04,8.060386E-01,1.033424E+00,8.846735E+03,8.316430E+03,4.565057E-01,8.148942E-01
19:50:00,4.926349E+03,3.453045E+04,2.542522E-01,3.394385E+00,8.158746E+03,1.908592E+04,4.210683E-01,1.872050E+00,5.140050E+03,5.286107E+03,2.652792E-01,5.180120E-01,3.979741E+02,5.487606E+02,2.054111E-02,5.376626E-02,9.809205E+03,8.127313E+03,5.061325E-01,7.964293E-01,1.081855E+04,7.352211E+03,5.582000E-01,7.205067E-01,1.562176E+04,1.018069E+04,8.060386E-01,9.976208E-01,8.846735E+03,8.228743E+03,4.565057E-01,8.063022E-01
20:00:00,4.926349E+03,3.449566E+04,2.542522E-01,3.390997E+00,8.158746E+03,1.900028E+04,4.210683E-01,1.863658E+00,5.140050E+03,5.185476E+03,2.652792E-01,5.081518E-01,3.979741E+02,5.445195E+02,2.054111E-02,5.335073E-02,9.809205E+03,8.006561E+03,5.061325E-01,7.845968E-01,1.081855E+04,7.245008E+03,5.582000E-01,7.100016E-01,1.562176E+04,9.881272E+03,8.060386E-01,9.682814E-01,8.846735E+03,8.147321E+03,4.565057E-01,7.983242E-01
20:10:00,4.926349E+03,2.960222E+04,2.542522E-01,2.909980E+00,8.158746E+03,1.892139E+04,4.210683E-01,1.855928E+00,5.140050E+03,5.107511E+03,2.652792E-01,5.005118E-01,3.979741E+02,5.400948E+02,2.054111E-02,5.291721E-02,9.809205E+03,7.907717E+03,5.061325E-01,7.749115E-01,1.081855E+04,7.149696E+03,5.582000E-01,7.006618E-01,1.562176E+04,9.644139E+03,8.060386E-01,9.450458E-01,8.846735E+03,8.072623E+03,4.565057E-01,7.910051E-01
20:20:00,4.926349E+03,2.471484E+04,2.542522E-01,2.429329E+00,8.158746E+03,1.884905E+04,4.210683E-01,1.848840E+00,5.140050E+03,5.045918E+03,2.652792E-01,4.944767E-01,3.979741E+02,5.343077E+02,2.054111E-02,5.235021E-02,9.809205E+03,7.826533E+03,5.061325E-01,7.669568E-01,1.081855E+04,7.068263E+03,5.582000E-01,6.926822E-01,1.562176E+04,9.460852E+03,8.060386E-01,9.270869E-01,8.846735E+03,8.004925E+03,4.565057E-01,7.843717E-01
20:30:00,4.926349E+03,1.978350E+04,2.542522E-01,1.944343E+00,8.158746E+03,1.877627E+04,4.210683E-01,1.841709E+00,5.140050E+03,4.989204E+03,2.652792E-01,4.889197E-01,3.979741E+02,5.268026E+02,2.054111E-02,5.161488E-02,9.809205E+03,7.754793E+03,5.061325E-01,7.599276E-01,1.081855E+04,6.995729E+03,5.582000E-01,6.855746E-01,1.562176E+04,9.306676E+03,8.060386E-01,9.119808E-01,8.846735E+03,7.943916E+03,4.565057E-01,7.783939E-01
20:40:00,4.926349E+03,1.483349E+04,2.542522E-01,1.457513E+00,8.158746E+03,1.870228E+04,4.210683E-01,1.834457E+00,5.140050E+03,4.934904E+03,2.652792E-01,4.835993E-01,3.979741E+02,5.177740E+02,2.054111E-02,5.073028E-02,9.809205E+03,7.688853E+03,5.061325E-01,7.534667E-01,1.081855E+04,6.929631E+03,5.582000E-01,6.790978E-01,1.562176E+04,9.171739E+03,8.060386E-01,8.987596E-01,8.846735E+03,7.888441E+03,4.565057E-01,7.729584E-01
20:50:00,4.926349E+03,9.866251E+03,2.542522E-01,9.689865E-01,8.158746E+03,1.862757E+04,4.210683E-01,1.827135E+00,5.140050E+03,4.882604E+03,2.652792E-01,4.784747E-01,3.979741E+02,5.074863E+02,2.054111E-02,4.972231E-02,9.809205E+03,7.626724E+03,5.061325E-01,7.473790E-01,1.081855E+04,6.868638E+03,5.582000E-01,6.731211E-01,1.562176E+04,9.051433E+03,8.060386E-01,8.869718E-01,8.846735E+03,7.837157E+03,4.565057E-01,7.679335E-01
21:00:00,4.926349E+03,4.884732E+03,2.542522E-01,4.790545E-01,8.158746E+03,1.855259E+04,4.210683E-01,1.819786E+00,5.140050E+03,4.832022E+03,2.652792E-01,4.735184E-01,3.979741E+02,4.961662E+02,2.054111E-02,4.861320E-02,9.809205E+03,7.566858E+03,5.061325E-01,7.415129E-01,1.081855E+04,6.811692E+03,5.582000E-01,6.675411E-01,1.562176E+04,8.942411E+03,8.060386E-01,8.762895E-01,8.846735E+03,7.788767E+03,4.565057E-01,7.631921E-01
21:10:00,4.926349E+03,4.689633E+03,2.542522E-01,4.596702E-01,8.158746E+03,1.675026E+04,4.210683E-01,1.643003E+00,5.140050E+03,4.627258E+03,2.652792E-01,4.534526E-01,3.979741E+02,4.844085E+02,2.054111E-02,4.746120E-02,9.809205E+03,7.425753E+03,5.061325E-01,7.276858E-01,1.081855E+04,6.648198E+03,5.582000E-01,6.515192E-01,1.562176E+04,8.775702E+03,8.060386E-01,8.599542E-01,8.846735E+03,7.735545E+03,4.565057E-01,7.579772E-01
